key,tier,displayName,trials,matchedNames,roles,pageStructuralAnchor,confirmedByUniiOrInchikey,reason
K1:V24GR4LI3I,3,Naproxcinod,5,Naproxcinod; Naproxcinod 375 mg; naproxcinod,intervention,unii:V24GR4LI3I; inchikey:AKFJWRDCWYYTIG-ZDUSSCGKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V27E9V3K7G,3,Litifilimab,9,Anti-BDCA2; Litifilimab; litifilimab,intervention; otherName,unii:V27E9V3K7G,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V27W9254FZ,2,Cortisone,25,Cortisone; Cortisone Injection; Cortisone acetate; Cortisone injection; cortisone,intervention; otherName,unii:V27W9254FZ; inchikey:MFYSYFVPBJMHGN-ZPOLXVRWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V28L3Q0LVZ,3,REBISUFLIGENE ETISPARVOVEC,2,ABO-102; UX111,intervention,unii:V28L3Q0LVZ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V2XME9F5SF,3,Temtokibart,5,LEO 138559,intervention,unii:V2XME9F5SF,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V2YK90BZ31,3,RBT-9,2,RBT-9; RBT-9 (90 mg),intervention,unii:V2YK90BZ31,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V3203SI72M,2,Hyoscyamine,2,Hyoscyamine,intervention,unii:V3203SI72M; inchikey:RKUNBYITZUJHSG-JJXSEGSLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V32TR55QP9,3,XP-102,1,XP-102,intervention,unii:V32TR55QP9; inchikey:AEJACXAFHXBVHF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V3DMU7PVXF,3,Resiquimod,17,CD11301; R848; R848 gel; Resiquimod; Resiquimod gel,intervention; otherName,unii:V3DMU7PVXF; inchikey:BXNMTOQRYBFHNZ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V3FC0DK9XS,1,Streptococcus Pneumoniae Type 20 Capsular Polysaccharide Antigen,54,PNEUMOVAX 23; PNEUMOVAX® 23; PNEUMOVAX™ 23; PNEUMOVAX™23; Pneumovax 23,intervention; otherName,unii:V3FC0DK9XS,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V3WW7XL92Q,3,Iris (PSYCHEDELIC),4,IRIS; IRIS (Intelligent real-time image segmentation),intervention; otherName,unii:V3WW7XL92Q; inchikey:IPJRCKIREPMKNE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V43X8G4797,3,Stamulumab,2,MYO-029,intervention,unii:V43X8G4797,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V47IF0PVH4,2,FLUDROCORTISONE ACETATE,43,Florinef; Fludrocortisone; Fludrocortisone 100 μg; Fludrocortisone Acetate; Fludrocortisone Acetate 0.1 MG,intervention; otherName,unii:V47IF0PVH4; inchikey:SYWHXTATXSMDSB-GSLJADNHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V4CP8RSX7V,2,Lexidronam,7,Quadramet; Samarium Sm 153 lexidronam pentasodium; samarium Sm 153 lexidronam pentasodium,intervention; otherName,unii:7389YR3OOV; inchikey:NFDRPXJGHKJRLJ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V4E0A9M44Q,3,Etavopivat,13,Etavopivat; Etavopivat Tablets; Etavopivat tablets,intervention; otherName,unii:V4E0A9M44Q; inchikey:KZFFYEPYCVDOGE-LJQANCHMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V4SWI4RF4J,2,TETANUS IMMUNE GLOBULIN,1,Tetanus Immune Globulin (Human),intervention,unii:V4SWI4RF4J,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V4TKW1454M,1,Nimesulide,6,Nimesulide; Nimesulide 100 mg tablets; nimesulide,intervention; otherName,unii:V4TKW1454M; inchikey:HYWYRSMBCFDLJT-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V55S2QJN2X,1,L-NAME,6,L-NAME; L-Name,intervention; otherName,unii:V55S2QJN2X; inchikey:KCWZGJVSDFYRIX-YFKPBYRVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V561V90BG2,2,Perchloric Acid,1,Potassium Perchlorate,otherName,unii:VLA4NZX2P4; inchikey:VLTRZXGMWDSKGL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V59P50X4UY,1,Isomaltulose Anhydrous,11,Isomaltulose; isomaltulose; isomaltulose (Palatinose(TM),intervention,unii:43360LXH8N; inchikey:RJPPRBMGVWEZRR-WTZPKTTFSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V5LWP0C2L5,3,Dextran Sulfate Sodium (5000 MW),6,Dextran; Dextran Injection; Dextran sulfate,intervention; otherName,unii:V5LWP0C2L5,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V5Q32BZX79,3,FK-614,2,ATx08-001; FK614,intervention,unii:V5Q32BZX79; inchikey:UYGZODVVDUIDDQ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V5VD430YW9,2,Aloe,19,Aloe Vera; Aloe Vera Gel; Aloe vera; Aloe vera Gel; Aloe vera gel,intervention; otherName,unii:V5VD430YW9,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V63XWA605I,1,Armodafinil,53,Armodafinil; Armodafinil 150 mg; CEP-10953; CEP-10953 (Armodafinil); Nuvigil,intervention; otherName,unii:V63XWA605I; inchikey:YFGHCGITMMYXAQ-LJQANCHMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V6AP1D8NNW,3,Adrulipase alfa,3,MS1819,intervention; otherName,unii:V6AP1D8NNW,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V6D7VK2215,2,Atrasentan,20,Atrasentan; atrasentan hydrochloride,intervention,unii:E4G31X93ZA; inchikey:MOTJMGVDPWRKOC-QPVYNBJUSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V6Q7413SA8,3,JAB-3068,3,JAB-3068,intervention,unii:V6Q7413SA8; inchikey:HGYTYZKWKUXRKA-MRXNPFEDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V6S49GL5GS,3,Nomlabofusp,6,CTI-1601; Nomlabofusp,intervention,unii:V6S49GL5GS,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V6SX910Y31,3,Vevorisertib,1,Vevorisertib,intervention,unii:V6SX910Y31; inchikey:NZDSLYATTDIDPH-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V72OT3K19I,3,CERTOPARIN,5,Certoparin; certoparin,intervention; otherName,unii:V72OT3K19I,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V734AZP9BR,3,Mubritinib,1,TAK-165,intervention,unii:V734AZP9BR; inchikey:ZTFBIUXIQYRUNT-MDWZMJQESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V74I849BP9,3,Imsamotide,2,IO102,intervention,unii:V74I849BP9,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V77772N32H,1,2C-B,2,2C-B; Nexus (S9),intervention; otherName,unii:V77772N32H; inchikey:YMHOBZXQZVXHBM-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V77J4WJF9Z,3,Imgatuzumab,40,Imgatuzumab; RO5083945; huMAB (CD20); huMAB(CD20),intervention; otherName,unii:V77J4WJF9Z,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V7FWP1D62O,3,Nerve Growth Factor,9,NERVE GROWTH FACTOR; Nerve Growth Factor; nerve growth factor,intervention; otherName,unii:V7FWP1D62O,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V7OK6J19HQ,2,Gadopentetate,39,"Gadopentate dimeglumine (Magnevist, BAY86-4882); Gadopentetate Dimeglumine; Gadopentetate Dimeglumine (Magnevist, BAY86-4882); Gadopentetate Dimeglumine Injection; Gadopentetate dimeglumine",intervention; otherName,unii:V7OK6J19HQ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V7U0JSO7FH,3,PF-06263507,1,PF-06263507,intervention,unii:V7U0JSO7FH,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V7XTJ4R0BH,3,Lercanidipine,11,Lercanidipine; Lercanidipine 10mg; Zanidip; lercanidipine,intervention; otherName,unii:V7XTJ4R0BH; inchikey:ZDXUKAKRHYTAKV-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V7YQ6134AE,3,EC-17,1,EC-17,intervention,unii:V7YQ6134AE; inchikey:ZMTAPBHUSYTHBY-PMERELPUSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V82T6JEZ99,3,PLATELETS,10,Platelets; platelets,intervention; otherName,unii:V82T6JEZ99,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V83O1VOZ8L,2,Isoniazid,123,Isoniazid; Isoniazid (H); Isoniazid (INH); Isoniazid (Rifinah); Isoniazid 300 MG,intervention; otherName,unii:V83O1VOZ8L; inchikey:QRXWMOHMRWLFEY-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V860J30J9N,3,Actinium (225ac) lintuzumab satetraxetan,3,Actinium (225Ac) Lintuzumab Satetraxetan,otherName,unii:V860J30J9N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V867Q8X3ZD,2,Diethylcarbamazine,12,Banocide; Diethylcarbamazine; Diethylcarbamazine (annual),intervention; otherName,unii:OS1Z389K8S; inchikey:RCKMWOKWVGPNJF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V87GJA0G54,1,Isoleucine,2,Isoleucine,intervention; otherName,unii:V87GJA0G54; inchikey:AGPKZVBTJJNPAG-RFZPGFLSSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V8A1AW0880,2,Mica,1,MICA,intervention,unii:V8A1AW0880; inchikey:QYFRTHZXAGSYGT-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V8G4MOF2V9,2,Deferasirox,88,Deferasirox; Deferasirox (DFX); Deferasirox (ICL670); Deferasirox (Novartis Pharma); Deferasirox 360 MG,intervention; otherName,unii:V8G4MOF2V9; inchikey:BOFQWVMAQOTZIW-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V8QL94KNQO,3,Xaliproden,4,Xaliproden; Xaliproden (SR57746A); xaliproden (SR57746A),intervention,unii:V8QL94KNQO; inchikey:WJJYZXPHLSLMGE-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V901LV1K7D,2,Prednicarbate,4,Dermatop; LAS189961,intervention,unii:V901LV1K7D; inchikey:FNPXMHRZILFCKX-KAJVQRHHSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V91T9204HU,1,Lumiracoxib,17,Lumiracoxib; Lumiracoxib (drug); lumiracoxib,intervention,unii:V91T9204HU; inchikey:KHPKQFYUPIUARC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9526P2UXZ,3,AEM-28,1,AEM-28,intervention,unii:V9526P2UXZ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V956696549,3,N-Acetyl Glucosamine,4,N-Acetyl Glucosamine (GInNAC); N-Acetylglucosamine (GlcNAc); N-acetyl glucosamine (NAG),intervention,unii:V956696549; inchikey:MBLBDJOUHNCFQT-LXGUWJNJSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V95R5KMY2B,2,Peppermint,24,"Peppermint; Peppermint Oil; Peppermint oil; Peppermint oil (0,5% ethanolic solution).; Peppermint oil.",intervention; otherName,unii:V95R5KMY2B,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V97BV45YBZ,3,Precemtabart tocentecan,4,Precemtabart tocentecan,intervention; otherName,unii:V97BV45YBZ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V983921H3B,1,Robatumumab,4,Robatumumab; robatumumab,intervention,unii:V983921H3B,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V99T50803M,2,Sunitinib,357,PHA-290940AD; SU 011248; SU011248; SU011248 (Sunitinib); SU011248 (sunitinib),intervention; otherName,unii:LVX8N1UT73; inchikey:WINHZLLDWRZWRT-ATVHPVEESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9E5U5XF42,3,Flomoxef,1,Flomoxef,intervention,unii:V9E5U5XF42; inchikey:UHRBTBZOWWGKMK-DOMZBBRYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9EFU16ZIF,1,Methyltestosterone,6,Android; Testovis; Virilon,otherName,unii:V9EFU16ZIF; inchikey:GCKMFJBGXUYNAG-HLXURNFRSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9G528E9E0,2,Vibrio Cholerae Cvd 103-HGR Strain Live Antigen,6,Oral Cholera Vaccine; Oral Cholera Vaccine (OCV); Oral cholera vaccine,intervention; otherName,unii:V9G528E9E0,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9GGV0YCDI,3,TAK-243,3,TAK-243,otherName,unii:V9GGV0YCDI; inchikey:KJDAGXLMHXUAGV-DGWLBADLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9GU1EM8SF,2,Interferon beta,119,"(IM) AVONEX®; AVONEX; Avonex; Avonex (IFNβ-1-a, Biogen Netherlands B.V); Avonex (Interferon beta 1a)",intervention; otherName,unii:V9GU1EM8SF,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9MO595C9I,1,Salsalate,29,Salsalate; Salsalate (4 g/day); Salsalate Oral Tablet; salsalate,intervention,unii:V9MO595C9I; inchikey:WVYADZUPLLSGPU-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V9YL6NEJ3G,3,Aderbasib,2,INCB007839,intervention,unii:V9YL6NEJ3G; inchikey:DJXMSZSZEIKLQZ-IRXDYDNUSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:VA228VR2DI,3,Gridegalutamide,3,CC-94676,intervention; otherName,unii:VA228VR2DI; inchikey:YUVGVJYLOFTILT-INJOXJOKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:VA2XPJ9DMK,3,Esepapogene zalarnarepvec,1,HB-201,intervention,unii:VA2XPJ9DMK,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:VA80VAX4WF,3,AVL-3288,3,AVL-3288,intervention,unii:VA80VAX4WF; inchikey:VMAKIACTLSBBIY-BOPFTXTBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:VB06AV5US8,2,Echinacea Angustifolia,1,Echinacea angustifolia,intervention,unii:VB06AV5US8,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:VB0R961HZT,1,Prednisone,2123,- Corticosteroids; 0 mg Prednisone; 0 mg prednisone; 60 mg Prednisone; CORTICOSTEROID INJECTION,intervention; otherName,unii:VB0R961HZT; inchikey:XOFYZVNMUHMLCC-ZPOLXVRWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:VB6F65I6F5,1,Human Colostrum,10,"Colostrum; Colostrum Capsule 500 mg (Colostrum® 500 mg Veg Capsules, nowfoods®, Illinois, USA); colostrum; colostrum cream",intervention,unii:VB6F65I6F5,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
