form,reason,pages
bos 589,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
boswellia,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
botulinum antitoxin,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
botulism antitoxin,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bougainvillea,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bovine,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bovine collagen,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bovine protein,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bpi 9016,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brahmi,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brassaiopsis glomerulata,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brassica oleracea,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brassica rapa,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bre 3 90y,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
breadnut,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
breea segeta whole,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
british elecampane,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
broad bean protein,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bromyl 7 glycosylated bromelain,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
broom corn,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
broomrape,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
broussonetia,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brown rice protein,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brown s lily,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brown seaweed,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
brussel sprout,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bruteridine,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bu12 90y,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
buckthorn plantain,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
buddha s hand,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bugbane,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bugleweed,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
bulbous buttercup,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
butea monosperma,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
butea superba,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
butterbur,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
butternut,"no page link and not a group name: the page carries no UNII and no InChIKey, so the name cannot be resolved to a substance",1
