key,printed_name,reason,evidence
K1:UF2093XE64,Lawsonia Inermis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UF5FV8MLZ2,Aguracingene cadoparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UFH8805FKA,St John's wort,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UGE0WQC19W,Bos Taurus Lymph,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UN2QZ55I88,Abelmoschus Moschatus Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UNM4C1735Z,Drimia Maritima Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UO9989Y17N,Stachys Officinalis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UOI4FT57BZ,Broccoli,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UOV773I89T,Artemisia Abrotanum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UP0M8M3VZW,East Indian Lemongrass Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UQ0Z34X16U,Quercus Rubra Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UQ24WBY4QP,Fritillaria Unibracteata Bulb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UQ7Z2EA3ZI,Salix X Fragilis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UQJ679MZAK,Rumex Crispus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UTX536WN6N,Proteus Inconstans,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UU78E56M7L,Artemisia Dracunculus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UU81N77RI7,Commiphora Myrrha Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UXX2N5V39P,Ecklonia Cava,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V003SHB7VK,Paspalum Notatum Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V0186X7YS4,Enterovirus 71,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V038D626IF,Ashwagandha,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V0551986XQ,Astacus Astacus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V0S6H36980,Micrurus Corallinus Venom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V174354MDI,Salsola Tragus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V1IA3S3CUS,Cnidium Monnieri Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V1JV3H63MP,Nardostachys Chinensis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V1NN02KTF0,Brugia Malayi,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V1R4T1S1M0,cotoretigene toliparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V1V998DC17,Garlic,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V28L3Q0LVZ,Rebisufligene etisparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V34908RT03,Vespula Maculifrons Venom Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V36I2B8LD5,Jateorhiza Calumba Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V38QUQ7861,Acer Saccharum Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V3FC0DK9XS,Streptococcus Pneumoniae Type 20 Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V3JBG9247U,Tinocabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V3TP2MD7F3,Neisseria Meningitidis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V4716MY704,Locust Bean Gum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V4SWI4RF4J,TETANUS IMMUNE GLOBULIN,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V5741391RG,Coleus Barbatus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V58BK047ES,Pleospora Betae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V61766RQ02,Alstonia Scholaris Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V663Q8TEFU,Hamamelis Virginiana Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V68E0X60VL,Staphylococcus Simulans,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V69U5FL51F,Sus Scrofa Tooth,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V6ZO3M43L5,Rickettsia Rickettsii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V727AWD6ZZ,Toxicodendron Diversilobum Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V80TPZ0T6J,Cyclachaena Xanthifolia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V812D4QF7Z,Sequoia Sempervirens Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V825XJG64G,Rumex Crispus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V82T6JEZ99,PLATELETS,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V8K40WNW5B,Fucus Serratus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V8UV0R324S,Salix Alba Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V95R5KMY2B,Peppermint,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V99S891QU7,Cytisus Scoparius Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V9C81470RR,Prunus Persica Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V9G528E9E0,Vibrio Cholerae Cvd 103-HGR Strain Live Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:V9S692O326,Bog Bilberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VA2XPJ9DMK,Esepapogene zalarnarepvec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VB06AV5US8,Echinacea Angustifolia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VB6F65I6F5,Human Colostrum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VBZ33SRC28,Besvatresgene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VC5I578BE3,Quercus Robur Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VC855RRT77,Camellia Sinensis Leaf Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VDX0F5H4FP,AUTOLOGOUS CORD BLOOD,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VF7KK47ENX,Alnugranogene aldeparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VFF5C4QV72,Zunibergene rocparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VH659J61ZL,Fumaria Officinalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VI2NBA6B8C,Elivaldogene tavalentivec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VIF565UC2G,Melaleuca Alternifolia Leaf Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VJI0WKK736,Lolium Multiflorum Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VK8C112WTS,Khuskia Oryzae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VLJ6WOT3K5,Ivy Gourd,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VOT5MA71M7,Quercus Agrifolia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VP00HZL9IC,Pinus Sylvestris Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VP2CN2G7Y8,Sus Scrofa Bone Marrow,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VQN1631P4C,Gossypium Herbaceum Root Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VR6XUT9Z3N,Euryale Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VSW71SS07I,Lachesis Muta Venom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VT53B5BP4G,Dendrobium Officinale Stem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VTW461N43P,Bos Taurus Eye,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VU8C8SB23P,Populus Alba Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VX6GD6M93V,Paeonia Veitchii Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VYH9Y9BCCP,Ribes Nigrum Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VYT2JA85NH,Imperata Cylindrica Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:VZJ9F3C3SB,Berberis Aquifolium Root Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W06YCM9T44,Ononis Repens Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W0X9457M59,Capsella Bursa-Pastoris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W1D68QW48M,Enterobius Vermicularis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W1LUS9R48G,Saxifraga Granulata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W1WFA6001P,Dientamoeba Fragilis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W2469WNO6U,Plantago Major,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W2FH8O2BBE,Caraway,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W2ZU1RY8B0,Camellia Sinensis Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W34IF71M2W,Citrus Medica Var. Sarcodactylis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W34X0P8636,Quercus Stellata Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W3X22HS7XD,Cemacabtagene ansegedleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W43ES6D9FG,Datura Metel Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W4KH5N2DCK,Mimulus Ringens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W5488JUO8U,Curcuma Longa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W562W5U83F,Bupleurum Scorzonerifolium Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W5BET37294,Primula Veris Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W5K7RAS4VK,Eggplant,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W5Y0EFG88O,Moschus Moschiferus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W61ME6Q717,Sus Scrofa Conjunctiva,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W66P4K3SGW,Cimex Lectularius,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W6GL3Z8KWT,bevufenogene nofeparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W6J1279A6K,Solanum Dulcamara Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W6LFQ57E4M,Primula Veris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W6MU8IYV12,Senecio Vulgaris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W79255C628,Colchicum Autumnale Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W7NU4B5CIY,Beta Vulgaris Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W8N8R55022,Beef Liver,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W8RT4P7T0H,Acer Pseudoplatanus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W8VE86L4EU,Inaticabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W92E149717,Acer Rubrum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W93B56AH6R,Polygonatum Cyrtonema Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:W9FZA51AS1,Asafetida,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WAN07H3BQL,Bacillus Licheniformis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WAN2772W8F,Bovactant,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WBQ249COFR,Radicchio,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WC73QE9274,Platycodon Grandiflorus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WCD45M1BSK,Bambusa Vulgaris Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WCK21A9W9J,Chimaphila Umbellata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WCM0X628RY,Commiphora Madagascariensis Resin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WD9M7WQ9SY,Fencabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WE63661499,Phytolacca Americana Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WE98HW412B,Laminaria Japonica,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WG10XM3N5R,Tylophora Indica Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WGM46PQF02,Pervinca Minor Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WHJ747UHJ8,Senacnagene enfaleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WIB701MW2H,Chenopodium Ambrosioides Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WIE1G5542P,Bos Taurus Parasympathetic Nerve,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WK97EQG57S,Croton Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WKB165X336,Cosmos Sulphureus Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WL0328HX19,Candelilla,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WLL8F7NDKG,Crataegus Rivularis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WN22M24ZXB,Lactobacillus Casei Zhang,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WN5C16297P,Bifidobacterium Bifidum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WP4441Y804,Citrobacter Koseri,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WQ3S5294XY,Taraxacum Officinale Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WQ79GLJ8VP,Arlocabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WQD5K35YZT,Anitocabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WQQ9XZH2CC,Mesmulogene ancovacivec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WQZ3G9PF0H,Atropa Belladonna,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WR2NH7PU9S,Vitex Negundo Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WS4CQ062KM,Chinese Cinnamon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WUA9XIG2LR,Lygodium Japonicum Spore,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WUW1665V10,Momordica Balsamina Immature Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WWX61E1ZAK,Rhamphospermum Arvense FLOWERING/FRUITING Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:WYT05213GE,Spigelia Anthelmia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:X1K54R2P9I,Streptococcus Pneumoniae Type 7f Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
