page_a,page_b,why_unresolved,evidence
K1:3FPU23BG52,K1:U6Z9ZSG4XG,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""TOLUENE"", ""b"": ""(((3Z)-3-HEXENYLOXY)METHYL)BENZENE"", ""gsrs_relationship"": null, ""inchikey_a"": ""YXFVVABEGXRONW-UHFFFAOYSA-N"", ""inchikey_b"": ""PCHRJGRKKJOULQ-ARJAWSKDSA-N"", ""name_a"": ""toluene"", ""name_b"": ""3z 3 hexenyloxy methyl benzene"", ""origin"": ""suspected-nominal:toluene"", ""unii_a"": ""3FPU23BG52"", ""unii_b"": ""U6Z9ZSG4XG""}"
K1:3JKW7CI9IU,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:3JKW7CI9IU"", ""K1:27193E2Y44""], ""origin"": ""suspected-nominal:cobomarsen""}"
K1:3RJ6WVX57J,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:3RJ6WVX57J"", ""K1:YU6F4W95PG""], ""origin"": ""suspected-nominal:lefelsiran""}"
K1:3VNC7T6Z02,K1:SA8AR2W4ER,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Matricaria Chamomilla Flowering Top"", ""b"": ""Matricaria Chamomilla Flowering Top Oil"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""matricaria chamomilla flowering top"", ""name_b"": ""matricaria chamomilla flowering top oil"", ""origin"": ""suspected-nominal:matricaria chamomilla flowering top"", ""unii_a"": ""3VNC7T6Z02"", ""unii_b"": ""SA8AR2W4ER""}"
K1:48OVY2OC72,K1:935XD1L5K2,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""SODIUM ARSENITE"", ""b"": ""Arsenous Acid"", ""gsrs_relationship"": null, ""inchikey_a"": ""PTLRDCMBXHILCL-UHFFFAOYSA-M"", ""inchikey_b"": ""GCPXMJHSNVMWNM-UHFFFAOYSA-N"", ""name_a"": ""sodium arsenite"", ""name_b"": ""arsenous acid"", ""origin"": ""suspected-nominal:arsenite"", ""unii_a"": ""48OVY2OC72"", ""unii_b"": ""935XD1L5K2""}"
K1:4G1MLN2EKF,K1:PE152PYI6M,a merge chain would join two pages that an exception class keeps separate; the whole chain is held for the second opinion,"{""component"": [""K1:4G1MLN2EKF"", ""K1:F9S9FFU82N"", ""K1:P2Y1C6M9PS"", ""K1:PE152PYI6M""]}"
K1:4PIB2155QP,K1:71X53V3RZ1,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Beef"", ""b"": ""2-(CYCLOHEXYLAMINO)ETHANESULFONIC Acid"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": ""MKWKNSIESPFAQN-UHFFFAOYSA-N"", ""name_a"": ""beef"", ""name_b"": ""2 cyclohexylamino ethanesulfonic acid"", ""origin"": ""suspected-nominal:beef"", ""unii_a"": ""4PIB2155QP"", ""unii_b"": ""71X53V3RZ1""}"
K1:4QW4AN84NQ,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:4QW4AN84NQ"", ""K1:V5T10N50RD""], ""origin"": ""suspected-nominal:semuloparin""}"
K1:4UCX5GAV96,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:4UCX5GAV96"", ""K1:5511VZ6NRQ""], ""origin"": ""suspected-nominal:plovamer""}"
K1:4UG613F036,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:8TW510F64S"", ""K1:4UG613F036""], ""origin"": ""suspected-nominal:edifoligide""}"
K1:4V6I63LW1E,K1:206J6X63BE,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Tiomolibdic acid"", ""b"": ""TIOMOLIBDATE DIAMMONIUM"", ""inchikey_child"": ""CPIZRIMRMFIAAQ-UHFFFAOYSA-L"", ""inchikey_parent"": ""IEGNLZVDENYZEJ-UHFFFAOYSA-L"", ""name_child"": ""tiomolibdate diammonium"", ""name_parent"": ""tiomolibdic acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:4VON5FNS3C,K1:65OE787Q7W,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""SODIUM METABISULFITE"", ""b"": ""POTASSIUM METABISULFITE"", ""gsrs_relationship"": null, ""inchikey_a"": ""HRZFUMHJMZEROT-UHFFFAOYSA-L"", ""inchikey_b"": ""RWPGFSMJFRPDDP-UHFFFAOYSA-L"", ""name_a"": ""sodium metabisulfite"", ""name_b"": ""potassium metabisulfite"", ""origin"": ""suspected-nominal:metabisulfite"", ""unii_a"": ""4VON5FNS3C"", ""unii_b"": ""65OE787Q7W""}"
K1:4YGF4PQP49,K1:I24X278AP1,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Gamma-Terpinene"", ""b"": ""ALPHA-TERPINENE"", ""gsrs_relationship"": null, ""inchikey_a"": ""YKFLAYDHMOASIY-UHFFFAOYSA-N"", ""inchikey_b"": ""YHQGMYUVUMAZJR-UHFFFAOYSA-N"", ""name_a"": ""gamma terpinene"", ""name_b"": ""alpha terpinene"", ""origin"": ""suspected-nominal:terpinene"", ""unii_a"": ""4YGF4PQP49"", ""unii_b"": ""I24X278AP1""}"
K1:5313W10MYT,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:79UH94646K"", ""K1:5313W10MYT""], ""origin"": ""suspected-nominal:avexitide""}"
K1:59CF90960T,K2:AQTNUGRRZDRZIA-UHFFFAOYSA-N,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""LYS-006"", ""b"": ""CPD 22"", ""gsrs_relationship"": null, ""inchikey_a"": ""ZEGMEJVULDALSH-NSHDSACASA-N"", ""inchikey_b"": ""AQTNUGRRZDRZIA-UHFFFAOYSA-N"", ""name_a"": ""lys 006"", ""name_b"": ""cpd 22"", ""origin"": ""suspected-nominal:cpd 22"", ""unii_a"": ""59CF90960T"", ""unii_b"": null}"
K1:5CXP06X16D,K1:KUB8101TNF,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Camellia Japonica Flower Oil"", ""b"": ""Camellia Japonica Flower"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""camellia japonica flower oil"", ""name_b"": ""camellia japonica flower"", ""origin"": ""suspected-nominal:camellia japonica flower"", ""unii_a"": ""5CXP06X16D"", ""unii_b"": ""KUB8101TNF""}"
K1:5G6HL9K2G4,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:5G6HL9K2G4"", ""K1:7FT6J26HG9""], ""origin"": ""suspected-nominal:zifcasiran""}"
K1:5G7N7E908H,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:5G7N7E908H"", ""K1:6PVO8I3BR9""], ""origin"": ""suspected-nominal:delcasertib""}"
K1:5Q1I94P4WG,K4:rose geranium,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Rose Geranium Oil"", ""b"": ""Rose Geranium"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""rose geranium oil"", ""name_b"": ""rose geranium"", ""origin"": ""suspected-nominal:rose geranium"", ""unii_a"": ""5Q1I94P4WG"", ""unii_b"": null}"
K1:5Z657QHG6F,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:5Z657QHG6F"", ""K1:UY95M62TKD""], ""origin"": ""suspected-nominal:xalnesiran""}"
K1:6930DL209R,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:I1BSR8FDW9"", ""K1:6930DL209R""], ""origin"": ""suspected-nominal:curdlan""}"
K1:724GKU717M,K4:jojoba,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Jojoba Oil"", ""b"": ""Jojoba"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""jojoba oil"", ""name_b"": ""jojoba"", ""origin"": ""suspected-nominal:jojoba"", ""unii_a"": ""724GKU717M"", ""unii_b"": null}"
K1:72Q967Y48V,K1:JDR81QW9ZQ,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Artemisia Vulgaris Oil"", ""b"": ""Artemisia Vulgaris Whole"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""artemisia vulgaris oil"", ""name_b"": ""artemisia vulgaris whole"", ""origin"": ""suspected-nominal:artemisia vulgaris"", ""unii_a"": ""72Q967Y48V"", ""unii_b"": ""JDR81QW9ZQ""}"
K1:7857H94KHM,K1:5KV86114PT,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Ethanolamine"", ""b"": ""Thioglycolic Acid"", ""inchikey_child"": ""CWERGRDVMFNCDR-UHFFFAOYSA-N"", ""inchikey_parent"": ""HZAXFHJVJLSVMW-UHFFFAOYSA-N"", ""name_child"": ""thioglycolic acid"", ""name_parent"": ""ethanolamine"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:7A7G0PQI12,K1:8H4VM8NQA5,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Cervus Elaphus Horn Oil"", ""b"": ""Cervus Elaphus Horn"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""cervus elaphus horn oil"", ""name_b"": ""cervus elaphus horn"", ""origin"": ""suspected-nominal:cervus elaphus horn"", ""unii_a"": ""7A7G0PQI12"", ""unii_b"": ""8H4VM8NQA5""}"
K1:7OXK16K08B,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:H255GGK3NZ"", ""K1:7OXK16K08B""], ""origin"": ""suspected-nominal:rovanersen""}"
K1:7RRX3XD4VY,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:K913U54BW7"", ""K1:7RRX3XD4VY""], ""origin"": ""suspected-nominal:solbinsiran""}"
K1:7S686LQT6T,K1:NS3OZT14QT,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Osbond Acid"", ""b"": ""DOCOSAPENTAENOIC ACID"", ""gsrs_relationship"": null, ""inchikey_a"": ""AVKOENOBFIYBSA-WMPRHZDHSA-N"", ""inchikey_b"": ""YUFFSWGQGVEMMI-JLNKQSITSA-N"", ""name_a"": ""osbond acid"", ""name_b"": ""docosapentaenoic acid"", ""origin"": ""suspected-nominal:docosapentaenoic acid"", ""unii_a"": ""7S686LQT6T"", ""unii_b"": ""NS3OZT14QT""}"
K1:7UP781YBR6,K1:TW371I5GLO,a merge chain would join two pages that an exception class keeps separate; the whole chain is held for the second opinion,"{""component"": [""K1:41728CY7UX"", ""K1:7UP781YBR6"", ""K1:DJJ95FJP1H"", ""K1:JQ69D454N1"", ""K1:K91YT16P5M"", ""K1:O414PZ4LPZ"", ""K1:TW371I5GLO"", ""K1:WIQ1H85SYP""]}"
K1:7YNJ3PO35Z,K1:X6T6YN87SU,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Hydrogen"", ""b"": ""POTASSIUM SODIUM HYDROGEN CITRATE"", ""gsrs_relationship"": null, ""inchikey_a"": ""UFHFLCQGNIYNRP-UHFFFAOYSA-N"", ""inchikey_b"": ""COSZWAUYIUYQBS-UHFFFAOYSA-B"", ""name_a"": ""hydrogen"", ""name_b"": ""potassium"", ""origin"": ""suspected-nominal:hydrogen"", ""unii_a"": ""7YNJ3PO35Z"", ""unii_b"": ""X6T6YN87SU""}"
K1:7YNJ3PO35Z,K2:FNWVPWJMPKZALM-UHFFFAOYSA-B,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Hydrogen"", ""b"": ""POTASSIUM SODIUM HYDROGEN CITRATE ANHYDROUS"", ""gsrs_relationship"": null, ""inchikey_a"": ""UFHFLCQGNIYNRP-UHFFFAOYSA-N"", ""inchikey_b"": ""FNWVPWJMPKZALM-UHFFFAOYSA-B"", ""name_a"": ""hydrogen"", ""name_b"": ""potassium"", ""origin"": ""suspected-nominal:hydrogen"", ""unii_a"": ""7YNJ3PO35Z"", ""unii_b"": null}"
K1:83DNB5FIRF,K1:UP39BHE708,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""SHOGAOL"", ""b"": ""(10)-SHOGAOL"", ""gsrs_relationship"": null, ""inchikey_a"": ""OQWKEEOHDMUXEO-BQYQJAHWSA-N"", ""inchikey_b"": ""FADFGCOCHHNRHF-VAWYXSNFSA-N"", ""name_a"": ""shogaol"", ""name_b"": ""10 shogaol"", ""origin"": ""suspected-nominal:shogaol"", ""unii_a"": ""83DNB5FIRF"", ""unii_b"": ""UP39BHE708""}"
K1:85J5ZP6YSL,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:SH55B0RQ9K"", ""K1:85J5ZP6YSL""], ""origin"": ""suspected-nominal:oblimersen""}"
K1:8L70Q75FXE,K1:NYX13NT29D,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""ADENOSINE TRIPHOSPHATE"", ""b"": ""(.ALPHA.,.BETA.-METHYLENE)ADENOSINE 5'-TRIPHOSPHATE"", ""gsrs_relationship"": null, ""inchikey_a"": ""ZKHQWZAMYRWXGA-KQYNXXCUSA-N"", ""inchikey_b"": ""CAWZRIXWFRFUQB-IOSLPCCCSA-N"", ""name_a"": ""adenosine triphosphate"", ""name_b"": ""alpha beta methylene adenosine 5 triphosphate"", ""origin"": ""suspected-nominal:adenosine triphosphate"", ""unii_a"": ""8L70Q75FXE"", ""unii_b"": ""NYX13NT29D""}"
K1:901MC95XSB,K1:91XW058U2C,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Zatosetron"", ""b"": ""MALEIC ACID"", ""inchikey_child"": ""SPKBYQZELVEOLL-QDMKHBRRSA-N"", ""inchikey_parent"": ""VZCYOOQTPOCHFL-UPHRSURJSA-N"", ""name_child"": ""zatosetron"", ""name_parent"": ""maleic acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:91GW059KN7,K1:YQQ2QQ3URK,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""ETHYLENE"", ""b"": ""(1,1,2,2-TETRAFLUOROETHOXY)ETHYLENE"", ""gsrs_relationship"": null, ""inchikey_a"": ""VGGSQFUCUMXWEO-UHFFFAOYSA-N"", ""inchikey_b"": ""DJMQRXRWMWKDAP-UHFFFAOYSA-N"", ""name_a"": ""ethylene"", ""name_b"": ""1 1 2 2 tetrafluoroethoxy ethylene"", ""origin"": ""suspected-nominal:ethylene"", ""unii_a"": ""91GW059KN7"", ""unii_b"": ""YQQ2QQ3URK""}"
K1:925QK2Z900,K1:ND6ZLI4J0V,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""GINGEROL"", ""b"": ""(10)-GINGEROL"", ""gsrs_relationship"": null, ""inchikey_a"": ""NLDDIKRKFXEWBK-AWEZNQCLSA-N"", ""inchikey_b"": ""AIULWNKTYPZYAN-SFHVURJKSA-N"", ""name_a"": ""gingerol"", ""name_b"": ""10 gingerol"", ""origin"": ""suspected-nominal:gingerol"", ""unii_a"": ""925QK2Z900"", ""unii_b"": ""ND6ZLI4J0V""}"
K1:9871T0PD5P,K1:B423VGH5S9,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""APPLE JUICE"", ""b"": ""Apple"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""apple juice"", ""name_b"": ""apple"", ""origin"": ""suspected-nominal:apple"", ""unii_a"": ""9871T0PD5P"", ""unii_b"": ""B423VGH5S9""}"
K1:9GA4548JGJ,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:IZS5WP04OR"", ""K1:9GA4548JGJ""], ""origin"": ""suspected-nominal:trecovirsen""}"
K1:A7YG62NHZ6,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:X70RY8Q6LI"", ""K1:A7YG62NHZ6""], ""origin"": ""suspected-nominal:vupanorsen""}"
K1:AMW2VPZ3XD,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:RV6BTB6SX2"", ""K1:AMW2VPZ3XD""], ""origin"": ""suspected-nominal:lexanersen""}"
K1:AXQ9493NT2,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:37YVE86ZYS"", ""K1:AXQ9493NT2""], ""origin"": ""suspected-nominal:zilganersen""}"
K1:AYT02NS64S,K4:bidens pilosa,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Bidens Pilosa Whole"", ""b"": ""Bidens Pilosa"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""bidens pilosa whole"", ""name_b"": ""bidens pilosa"", ""origin"": ""suspected-nominal:bidens pilosa"", ""unii_a"": ""AYT02NS64S"", ""unii_b"": null}"
K1:BX8TS73ATE,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:V7THR3L5GC"", ""K1:BX8TS73ATE""], ""origin"": ""suspected-nominal:obeversen""}"
K1:C5M4585ZBZ,K4:camellia sinensis,the evidence links the two pages but no rule in the spec's order decides them,"{""a"": ""Camellia Sinensis Whole"", ""b"": ""Camellia Sinensis"", ""gsrs_relationship"": null, ""inchikey_a"": null, ""inchikey_b"": null, ""name_a"": ""camellia sinensis whole"", ""name_b"": ""camellia sinensis"", ""origin"": ""suspected-nominal:camellia sinensis"", ""unii_a"": ""C5M4585ZBZ"", ""unii_b"": null}"
K1:D81QY6I88E,,"two pages collide on a display name and nothing recorded for them - substance class, primary target, stereo descriptor, UNII or structure - tells one from the other","{""displayName"": ""LINALOOL"", ""normalised"": ""linalool""}"
K1:D86I0XLB13,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:D86I0XLB13"", ""K1:9651C21W3Z""], ""origin"": ""suspected-nominal:mitiglinide""}"
K1:DXS4HJC32N,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:DXS4HJC32N"", ""K1:6BGP5P5P2C""], ""origin"": ""suspected-nominal:sapablursen""}"
K1:DY02T48R2B,K1:LJ16641SFT,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""ETIRINOTECAN PEGOL TETRATRIFLUTATE"", ""b"": ""Etirinotecan pegol"", ""inchikey_child"": null, ""inchikey_parent"": null, ""name_child"": ""etirinotecan pegol tetratriflutate"", ""name_parent"": ""etirinotecan pegol"", ""origin"": ""gsrs:target_is_salt"", ""relationship"": ""target_is_parent""}"
K1:E422BH4BRK,,the named item no longer names two live corpus pages; an earlier identity pass already merged or dropped them,"{""keys"": [""K1:A8P3J9MPQ3"", ""K1:E422BH4BRK""], ""origin"": ""suspected-nominal:zilebesiran""}"
K1:E524N2IXA3,K1:ER5I1W795A,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Ornithine"", ""b"": ""PHENYLACETIC ACID"", ""inchikey_child"": ""AHLPHDHHMVZTML-BYPYZUCNSA-N"", ""inchikey_parent"": ""WLJVXDMOQOGPHL-UHFFFAOYSA-N"", ""name_child"": ""ornithine"", ""name_parent"": ""phenylacetic acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:E6CKI5C54O,K1:88XHZ13131,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""Fumaric Acid"", ""b"": ""ABT-925 Anhydrous Free Base"", ""inchikey_child"": ""KXVAICSRMHXLJN-UHFFFAOYSA-N"", ""inchikey_parent"": ""VZCYOOQTPOCHFL-OWOJBTEDSA-N"", ""name_child"": ""abt 925 anhydrous free base"", ""name_parent"": ""fumaric acid"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_salt""}"
K1:E8FPK78470,K1:UC6I41G62N,"an FDA salt/solvate relationship links the pages, but the child page is not a salt form of the parent by structure or by name, so §3.1 does not license a merge","{""a"": ""1,5-NAPHTHALENEDISULFONIC Acid"", ""b"": ""ACLATONIUM"", ""inchikey_child"": ""XTEGVFVZDVNBPF-UHFFFAOYSA-N"", ""inchikey_parent"": ""SRZGFCNCQUMTCP-UHFFFAOYSA-N"", ""name_child"": ""1 5 naphthalenedisulfonic acid"", ""name_parent"": ""aclatonium"", ""origin"": ""gsrs:target_is_parent"", ""relationship"": ""target_is_parent""}"
K1:EN8XKG133D,K2:HZQRATOABKBXJZ-STTLGUQMSA-N,the two pages carry the same UNII but different connectivity skeletons; §2 holds a K1/K2 disagreement for a person,"{""a"": ""Nisin"", ""b"": ""NISIN"", ""inchikey_a"": ""NVNLLIYOARQCIX-GSJOZIGCSA-N"", ""inchikey_b"": ""HZQRATOABKBXJZ-STTLGUQMSA-N"", ""origin"": ""suspected-nominal:nisin"", ""unii"": ""EN8XKG133D"", ""unii_source_a"": ""page-key"", ""unii_source_b"": ""page-field""}"
